Question,Answer,Age,Sex
9. How did the Coronavirus start,  Some Chinese scientists brought it here,999,m
10. If you had to wear protective clothing to help you what would it be, Hazmat suit,999,m
11. Are you enjoying lockdown, Yessss,999,m
Coronavirus through a child’s eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",999,?
1. What is coronavirus?,It’s just a bad flu,999,?
2. Who is the President?,Donald J Trump,999,?
3. How many days have we been in lockdown?,No idea who keeps track of days? Maybe like 3 months,999,?
4. Do you want to go back to school/daycare?,No I want a Job,999,?
5. Who is the first person you are going to hug when lockdown is done?,Um no one,999,?
6. Where is the first place you want to go?,The baseball fields,999,?
7. What do you think we can do to get rid of the coronavirus?,I don’t know,999,?
8. Is mommy a good teacher?,Yes sometimes,999,?
9. How did the Coronavirus start?,A person at a bat obviously he’s a nut head,999,?
10. If you had to wear protective clothing to help you what would it be?,I’d just carry a gun,999,?
11. Are you enjoying lockdown?,No I don’t care about lockdown I just need a job and a bigger garden.,999,?
1. What is the Coronavirus?,The Rona...LoL,999,m
3. How many days have we been in lockdown?,2 months which equals 110 days,999,m
4. Do you want to go back to school?,YES!!! Cause he wants to see his girlfriend. Excuse me?,999,m
5. Who is the first person you are going to hug when lockdown is over?,Whitaker - Girlfriend,999,m
6. Where is the first place you want to go?,School,999,m
7. What do you think we can do to get rid of the Coronavirus?,Poop on the Rona! (Interesting!),999,m
8. Are mommy and daddy good teachers?,Ummm no! That’s my final answer...lol (Id have to agree...lol),999,m
9. How did the Coronavirus start?,Cause we weren’t washing our hands and we let the germs in.,999,m
10. If you had to wear protective clothing to help you what would it be?,"Probably masks, tons of clothes & gloves. So I can hug people and shake hands again..lol",999,m
11. Are you enjoying the lockdown?,"NO! Because I want to see my girlfriend, it’s been so long.",999,m
12. What is the best thing about having to stay home?,Playing Fortnite,999,m
1. What is the Coronavirus?,“It’s germs.”,999,m
2. Who is the president?,“Donald Trump”,999,m
3. How many days have we been in quarantine?,“67”,999,m
4. Do you want to go back to School?,"“YES Because it’s easier, and someone can explain it way better.... because they made the work”",999,m
5. Who is the first person you are going to hug when social distancing is over?,“Nonnie”,999,m
6. Where is the first place you want to go?,“Chucke-cheese”,999,m
7. What do you think we can do to get rid of the Coronavirus?,“Oh wow this is a hard one..... well.... social distance.... of course”.,999,m
8. Is mommy a good teacher?,“Yes..... kind of..... a little bit.”,999,m
9. How did the Coronavirus start?,“The Chinese gave it to us”.,999,m
10. Are you enjoying the lockdown?,“No.”,999,m
1. What is the Coronavirus?,“A disease that kills people.”,999,m
2. Who is the president?,“Donald trump.”,999,m
3. How many days have we been in quarantine?,“82”,999,m
4. Do you want to go back to School?,"“Umm yeah I do. Because I miss having a normal life. Like a normal school day, with normal things”.",999,m
5. Who is the first person you are going to hug when social distancing is over?,“Nonnie.... a big long like 5 minute one.”,999,m
6. Where is the first place you want to go?,"“Probably the book store, Barnes and Noble.”",999,m
7. What do you think we can do to get rid of the Coronavirus?,“Stay home and stay safe.”,999,m
8. Is mommy a good teacher?,"“Uhhh yes, mainly because I don’t have to do anything with you and you just teach Adrien.    I’m just here to support you.”",999,m
9. How did the Coronavirus start?,"“Ummm I’m going to go with...... the Chinese let it out on us, like spread it to us, as a payback for something.”   (we have a conspiracy theorist On our hands lol, and no this isn’t something we’ve ever talked about!)",999,m
10. Are you enjoying the lockdown?,“Kinda”,999,m
1. What is the Coronavirus?,i don’t know what it is.,999,m
2. Who is the president?,the joker (i mean...),999,m
3. How many days have we been in quarantine?,forty-eight,999,m
5. Who is the first person you are going to hug when quarantine is over?,mammy,999,m
6. Where is the first place you want to go?,uhh...walmart since we haven’t been there in a long time,999,m
7. What do you think we can do to get rid of the coronavirus?,just stay away from people,999,m
8. Is mommy a good teacher?,yeah,999,m
9. How did the Coronavirus start?,they were around other sick people?,999,m
10. If you had to wear protective clothing to help you what would it be?,a chicken shirt and a mask (),999,m
11. Are you enjoying lockdown?,no,999,m
1. What is the Coronavirus?,"“There’s no rides we can go on (on Ocean City boardwalk ) no stores we can go in, we have to stay home”",999,m
2. Who is the President?,"“You, who is the president? I don’t even know what a president is ”",999,m
3. How many days have we been in lockdown?,"“If they have food at a store, you can go to them”....this kid is too smart",999,m
5. Who is the first person you are going to hug when lockdown is over?,You,999,m
6. Where is the first place you want to go?,To the boardwalk,999,m
7. What do you think we can do to make the coronavirus go away?,Make your patients a card and the virus will stop...,999,m
8. Are Mommy and Daddy good teachers?,Thank god I don’t have to teach lol,999,m
9. How did the Coronavirus start?,When all the sick people get sick the coronavirus starts,999,m
"10. If you had to wear protective clothing to help you, what would it be?",“A mask and a face shield”....,999,m
12. What is the best thing about having to stay home?,Playing with my tractor,999,m
Question,Answer,Age,Sex
"Corona Virus through a child’s eyes. Ask your child the questions and have a giggle, not only now but in a memory a year from now.",Answered by: Anjali (age 5),,
"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",Answered by: Jackson 10 years old,,
Coronavirus through a child’s eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",,
"Answered by SHANE, AGE 6.",,,
Jasper 5 years,NA,,
[Corona Virus] through a child’s eyes.,"Ask a child the questions and have a giggle, not only now but in a memory a year from now:",,
"Ella, age 5",NA,,
"Answered by: Alli, age 13",NA,,
"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",Jeremiah Age 6,,
1. What is the Coronavirus,Virus that can mutate very quickly and you gt sick like the flu,,
Coronavirus through a child’s eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now: (paste your answers below)",,
Answered by: Ellason,NA,,
Answered by: sawyer,NA,,
Coronavirus through Macy’s eyes(4 years old) eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",,
Coronavirus through Levi’s eyes (8 years old) eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",,
It’s quite interesting what they say and the faces they had!!,NA,,
Coronavirus through a child’s eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now.",,
Paisley - 8 going on 18,NA,,
Answered by-Emmett 5yo,NA,,
Coronavirus through a child’s eyes.,NA,,
"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",NA,,
Delainey - age 3,NA,,
Corona Virus through a child’s eyes.,NA,,
"Ask your child the questions and have a giggle, not only now but in a memory a year from now.",NA,,
Answers from: Emaline 11,NA,,
"Tbh I thought this would be cuter, but he put up with it so I’ll post anyway.",NA,,
Corona Virus through a child’s eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",,
"Answered by: Owen, 7",NA,,
Coronavirus by Jackson,12 years old.,,
Corona Virus through a child’s eyes,"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",,
Answered by: Graham - 3 years old,NA,,
*Coronavirus replaced with “germs” for my 3 year old after #1*,NA,,
Answered by: Matthew (age 10),NA,,
"Ask your child the questions and have a giggle, not only now, but in a memory a year from now:",NA,,
Arianna-Age 7,NA,,
05/15/2020 Raelynn,NA,,
This was fun to hear her answers! Thank you Cheyenne Nicole for sharing!,NA,,
Thought this would be fun for the memories,NA,,
"Porter, age 4:",NA,,
Coronavirus through a child’s eyes.,"Ask your children the questions and have a giggle, not only now but in a memory a year from now:",,
Answered by,Zoey 4 years old - answers on top,,
Copy and paste and ask your child(ren),NA,,
Quarantine through a child’s eyes.,NA,,
"Ask your child the questions and have a giggle, not only now but in a memory a year from now:",Brayden - age 8,,
"Answered by Voilet, age: 4",NA,,
"Answered by Clara, age: 4",NA,,
Coronavirus through a child’s eyes:,"Ask your child the questions and have a giggle, not only now but in a memory a year from now. Words from both boys:",,
Answered by: Liam,Age: 5,,
Answered by: Geno Danna,Age: 7,,
Corona Virus through a child’s eyes.,"Ask your child the questions and have a giggle, not only now but in a memory a year",,
Isaac 2 years,NA,,
Corona Virus through a child’s eyes,NA,,
Kyleigh,NA,,
,NA,,
,NA,,
Answered by:,"Grayson, age 6",,
Weston 5 years old,NA,,
Answered by Natalia (age 5),NA,,
"Answered by: Luke, Age: 7",NA,,
Tynli age 3,Jaxon age 11,,
Answered by:,Clara 4,,
Answered by: Jacob,NA,,
Coronavirus through a child’s eyes.  Riley age 6,NA,,
Aylah 7,NA,,
JJ- 4,Raquel -5,,
Aidens turn,NA,,
Answered by: Aiden,NA,,
Yueen 6 year old,NA,,
Laurin - 9,NA,,
"Answered by: Theophilus, 3.5",NA,,
"Answered by: Presley, 1st Grade, 7",NA,,
Answered by:,"Zeke , age 4",,
Answered by: Jett 7 and Reese 9,NA,,
Answered by: Lucy Capri (5 years old),NA,,
This is to cute. Try it out!,NA,,
"Ask your child the questions and have a giggle, not only now but in a memory a year",NA,,
Coronavirus through a child’s eyes:,"Thought this was fun!! Ask your child the questions and have a giggle, not only now but in a memory a year from now.",,
